"OriginalUrl","Sources","Category","NormalizedCloneUrl","DiscoveryMethods","AuditStatus"
"https://pytorch.ac.cn/docs/stable/generated/torch.nn.functional.rms_norm.html#torch.nn.functional.rms_norm","S4基础性能赛题_01.xlsx","Specification","","artifact-tool workbook inspection","Pending merge with retrieval results"
"https://pytorch.ac.cn/docs/stable/generated/torch.pow.html","S4基础性能赛题_01.xlsx","Specification","","artifact-tool workbook inspection","Pending merge with retrieval results"
"https://pytorch.org/docs/2.1/generated/torch.reshape.html#torch.reshape","S4基础性能赛题_01.xlsx","Specification","","artifact-tool workbook inspection","Pending merge with retrieval results"
"https://pytorch.org/docs/2.1/generated/torch.Tensor.scatter_reduce_.html#torch.Tensor.scatter_reduce_","S4挑战性能赛题_01.xlsx","Specification","","artifact-tool workbook inspection","Pending merge with retrieval results"
"https://pytorch.org/docs/stable/generated/torch.eye.html","S4挑战性能赛题_01.xlsx","Specification","","artifact-tool workbook inspection","Pending merge with retrieval results"
"https://pytorch.org/docs/stable/generated/torch.heaviside.html#","S4挑战性能赛题_01.xlsx","Specification","","artifact-tool workbook inspection","Pending merge with retrieval results"
"https://pytorch.org/docs/stable/generated/torch.linalg.solve_ex.html","S4挑战性能赛题_01.xlsx","Specification","","artifact-tool workbook inspection","Pending merge with retrieval results"
"https://pytorch.org/docs/stable/generated/torch.matmul.html","S4挑战性能赛题_01.xlsx","Specification","","artifact-tool workbook inspection","Pending merge with retrieval results"
"https://tensorflow.google.cn/api_docs/python/tf/gather","S4基础性能赛题_01.xlsx","Specification","","artifact-tool workbook inspection","Pending merge with retrieval results"
"https://tensorflow.google.cn/api_docs/python/tf/gather?hl=en","S5基础性能赛题_01.xlsx","Specification","","artifact-tool workbook inspection","Pending merge with retrieval results"
"https://tensorflow.google.cn/api_docs/python/tf/raw_ops/SelectV2","S4基础性能赛题_01.xlsx","Specification","","artifact-tool workbook inspection","Pending merge with retrieval results"
"https://www.hiascend.com/developer/contests/details/_blank","评分规则.docx；提交说明文档.docx","ContestPage","","Word HYPERLINK field","Pending merge with retrieval results"
"https://www.hiascend.com/developer/contests/details/201bfd6701c14f3bb40ae53e11abd6e8","往届冠军开源项目.docx","ContestPage","","Word HYPERLINK field","Pending merge with retrieval results"
"https://www.hiascend.com/developer/contests/details/4252afe2506e4f6eaa5cdf6696afadbf","往届冠军开源项目.docx","ContestPage","","Word HYPERLINK field","Pending merge with retrieval results"
"https://www.hiascend.com/developer/group/01102182523402175016/_blank","往届冠军开源项目.docx","CommunityPage","","Word HYPERLINK field","Pending merge with retrieval results"
"https://www.hiascend.com/document/detail/zh/CANNCommunityEdition/82RC1alpha002/API/aolapi/context/aclnnGroupedMatmulV4.md","S5基础性能赛题_01.xlsx","Specification","","artifact-tool workbook inspection","Pending merge with retrieval results"
"https://www.hiascend.com/forum/thread-0280196402227017068-1-1.html","往届冠军开源项目.docx","WebPage","","Visible text / S9 workbook","Pending merge with retrieval results"
"https://www.hiascend.com/forum/thread-0297193135340490887-1-1.html","往届冠军开源项目.docx","WebPage","","Visible text / S9 workbook","Pending merge with retrieval results"
"https://www.huaweicloud.com/product/modelarts.html","华为云Ascend C算子开发环境搭建手册.docx","WebPage","","Visible text / Word HYPERLINK field","Pending merge with retrieval results"
